Symbol,Rank,MTF,Quality Score,LTP,Stock Name,Sector,Intrinsic,Dividend%,Announced,Executed,Revenue,Net Profit,Recommended,Projected High,Projected Medium,Projected Low,All time high,SMA 200,RSI,Day Volatility,Week Volatility,Month Volatility,Day Trend,Week Trend,Month Trend,Day Support,Week Support,Month Support,Day NWE,Week NWE,Month NWE
BSLNIFTY,,5.0,,29.11,ADITYBIRLA SL NIF ETF-GR,,,,,,,,,0.0,0.0,0.0,102.29 => 72.0%,27.87 => 4.26%,53.89,2.65,4.12,11.14,Downtrend,Downtrend,Downtrend,20.37 => 30.02%,20.37 => 30.02%,1.89 => 93.51%,28.45 => 2.26%,26.77 => 8.04%,24.06 => 17.36%
BSLSENETFG,,5.0,,81.58,BIRLASLAMC - BSLSENETFG,,,,,,,,,0.0,0.0,0.0,87.7 => 7.0%,78.92 => 3.26%,50.89,2.68,4.85,10.27,Downtrend,Downtrend,Downtrend,61.47 => 24.65%,61.47 => 24.65%,61.47 => 24.65%,79.87 => 2.1%,75.77 => 7.12%,0.0 => 100.0%
CASHIETF,,1.0,,1029.32,ICICIPRAMC - CASHIETF,,,,,,,,,0.0,0.0,0.0,1045.35 => 2.0%,0.0 => 100.0%,99.69,0.01,0.23,1.59,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,1024.26 => 0.49%,0.0 => 100.0%,0.0 => 100.0%
COMMOIETF,,5.0,,91.65,ICICIPRAMC - ICICICOMMO,,,,,,,,,0.0,0.0,0.0,101.33 => 10.0%,85.64 => 6.56%,62.99,1.25,2.66,7.57,Downtrend,Downtrend,Downtrend,75.61 => 17.5%,75.61 => 17.5%,0.0 => 100.0%,88.24 => 3.72%,0.0 => 100.0%,0.0 => 100.0%
CONS,,1.0,,126.16,KOTAKMAMC - KOTAKCONS,,,,,,,,,0.0,0.0,0.0,155.7 => 19.0%,116.2 => 7.9%,54.29,0.87,3.26,6.52,Downtrend,Downtrend,Downtrend,102.46 => 18.79%,102.46 => 18.79%,0.0 => 100.0%,123.57 => 2.06%,110.49 => 12.42%,0.0 => 100.0%
CONSUMBEES,,5.0,,137.22,NIP IND ETF CONSUMPTION,,,,,,,,none,0.0,0.0,0.0,148.05 => 7.0%,126.22 => 8.02%,55.24,0.96,3.19,6.72,Downtrend,Downtrend,Downtrend,110.86 => 19.21%,110.86 => 19.21%,42.5 => 69.03%,134.47 => 2.01%,120.4 => 12.26%,103.69 => 24.44%
CONSUMER,,1.0,,12.22,MIRAEAMC - CONSUMER,,,,,,,,none,0.0,0.0,0.0,13.97 => 13.0%,0.0 => 100.0%,52.17,1.75,5.67,8.58,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,11.95 => 2.22%,0.0 => 100.0%,0.0 => 100.0%
CONSUMIETF,,5.0,,127.15,ICICIPRAMC - ICICICONSU,,,,,,,,,0.0,0.0,0.0,154.0 => 17.0%,117.23 => 7.8%,52.7,1.06,3.6,6.6,Downtrend,Downtrend,Downtrend,101.23 => 20.39%,101.23 => 20.39%,0.0 => 100.0%,124.9 => 1.77%,111.76 => 12.11%,0.0 => 100.0%
CPSEETF,,5.0,,93.32,CPSE ETF,,,,,,,,,0.0,0.0,0.0,106.6 => 12.0%,88.11 => 5.58%,67.19,2.35,5.25,10.2,Downtrend,Downtrend,Downtrend,74.9 => 19.74%,74.9 => 19.74%,11.54 => 87.63%,88.84 => 4.8%,77.32 => 17.15%,65.61 => 29.69%
DIVOPPBEES,,5.0,,77.99,NIP IND ETF DIV OPP,,,,,,,,none,0.0,0.0,0.0,99.0 => 21.0%,77.53 => 0.59%,53.21,2.93,4.76,8.22,Downtrend,Downtrend,Downtrend,68.3 => 12.42%,68.3 => 12.42%,39.15 => 49.8%,76.14 => 2.38%,69.14 => 11.34%,0.0 => 100.0%
EBANKNIFTY,,1.0,,55.7,EDELAMC - EBANKNIFTY,,,,,,,,none,0.0,0.0,0.0,57.84 => 4.0%,53.29 => 4.34%,54.61,0.73,1.83,6.52,Downtrend,Downtrend,Downtrend,47.0 => 15.62%,47.0 => 15.62%,0.0 => 100.0%,54.01 => 3.03%,0.0 => 100.0%,0.0 => 100.0%
EBBETF0430,,5.0,,1535.41,EDELAMC - EBBETF0430,,,,,,,,,0.0,0.0,0.0,1579.38 => 3.0%,1491.53 => 2.86%,58.1,1.09,5.56,7.67,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,1040.0 => 32.27%,1040.0 => 32.27%,1523.87 => 0.75%,1489.74 => 2.97%,0.0 => 100.0%
EBBETF0431,,5.0,,1373.15,EDELAMC - EBBETF0431,,,,,,,,,0.0,0.0,0.0,1410.12 => 3.0%,1335.01 => 2.78%,54.94,0.38,0.93,1.77,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,1035.15 => 24.61%,1035.15 => 24.61%,1362.62 => 0.77%,1332.47 => 2.96%,0.0 => 100.0%
EBBETF0433,,5.0,,1251.58,EDELAMC - EBBETF0433,,,,,,,,,0.0,0.0,0.0,1288.86 => 3.0%,1222.29 => 2.34%,56.33,0.39,0.78,2.19,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,858.69 => 31.39%,858.69 => 31.39%,1242.44 => 0.73%,1216.64 => 2.79%,0.0 => 100.0%
ECAPINSURE,,1.0,,22.93,EDELAMC - ECAPINSURE,,,,,,,,none,0.0,0.0,0.0,26.77 => 14.0%,0.0 => 100.0%,46.91,1.92,5.53,12.95,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,22.1 => 3.61%,0.0 => 100.0%,0.0 => 100.0%
EGOLD,,1.0,,114.45,EDELAMC - EGOLD,,,,,,,,,0.0,0.0,0.0,119.0 => 4.0%,93.16 => 18.6%,78.81,1.97,3.74,6.29,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,106.45 => 6.99%,0.0 => 100.0%,0.0 => 100.0%
EMULTIMQ,,1.0,,41.84,EDELAMC - EMULTIMQ,,,,,,,,none,0.0,0.0,0.0,53.9 => 22.0%,41.35 => 1.16%,49.66,1.76,3.5,8.71,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,40.44 => 3.35%,0.0 => 100.0%,0.0 => 100.0%
EQUAL200,,1.0,,13.18,MIRAEAMC - EQUAL200,,,,,,,,none,0.0,0.0,0.0,13.75 => 4.0%,0.0 => 100.0%,57.36,1.3,3.23,7.52,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,12.75 => 3.25%,0.0 => 100.0%,0.0 => 100.0%
EQUAL50,,1.0,,323.92,MIRAEAMC - EQUAL50,,,,,,,,none,0.0,0.0,0.0,331.65 => 2.0%,0.0 => 100.0%,59.9,0.42,1.76,0.0,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%
EQUAL50ADD,,5.0,,333.94,DSPAMC - DSPNEWETF,,,,,,,,,0.0,0.0,0.0,351.28 => 5.0%,312.62 => 6.38%,60.55,1.01,2.79,5.94,Downtrend,Downtrend,Downtrend,280.01 => 16.15%,280.01 => 16.15%,0.0 => 100.0%,324.63 => 2.79%,0.0 => 100.0%,0.0 => 100.0%
ESG,,5.0,,42.82,MIRAEAMC - MAESGETF,,,,,,,,,0.0,0.0,0.0,44.74 => 4.0%,40.95 => 4.37%,48.68,0.98,2.91,7.16,Downtrend,Downtrend,Downtrend,36.0 => 15.93%,36.0 => 15.93%,0.0 => 100.0%,42.03 => 1.84%,41.36 => 3.41%,0.0 => 100.0%
ESILVER,,5.0,,135.63,EDELAMC - ESILVER,,,,,,,,,0.0,0.0,0.0,148.05 => 8.0%,103.31 => 23.83%,77.41,2.87,8.49,7.33,Downtrend,Downtrend,Downtrend,86.27 => 36.39%,86.27 => 36.39%,0.0 => 100.0%,122.28 => 9.84%,0.0 => 100.0%,0.0 => 100.0%
EVIETF,,1.0,,31.52,ICICIPRAMC - EVIETF,,,,,,,,none,0.0,0.0,0.0,33.75 => 7.0%,0.0 => 100.0%,55.48,4.05,5.77,0.0,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,29.81 => 5.41%,0.0 => 100.0%,0.0 => 100.0%
EVINDIA,,5.0,,31.47,MIRAEAMC - EVINDIA,,,,,,,,,0.0,0.0,0.0,36.0 => 13.0%,28.82 => 8.43%,59.02,1.8,4.09,7.54,Downtrend,Downtrend,Downtrend,23.83 => 24.28%,23.83 => 24.28%,0.0 => 100.0%,30.42 => 3.33%,0.0 => 100.0%,0.0 => 100.0%
FINIETF,,5.0,,30.55,ICICIPRAMC-ICICIFIN,,,,,,,,,0.0,0.0,0.0,32.37 => 6.0%,27.99 => 8.38%,59.57,0.95,3.29,9.07,Downtrend,Downtrend,Downtrend,24.13 => 21.01%,24.13 => 21.01%,0.0 => 100.0%,29.09 => 4.79%,27.32 => 10.56%,0.0 => 100.0%
FMCGIETF,,5.0,,59.08,ICICIPRAMC - ICICIFMCG,,,,,,,,,0.0,0.0,0.0,71.2 => 17.0%,58.64 => 0.74%,40.2,1.19,3.05,7.14,Downtrend,Downtrend,Downtrend,54.0 => 8.6%,54.0 => 8.6%,0.0 => 100.0%,58.62 => 0.78%,54.37 => 7.97%,0.0 => 100.0%
GILT5YBEES,,5.0,,62.96,RELCAPAMC - NETFGILT5Y,,,,,,,,,0.0,0.0,0.0,71.0 => 11.0%,61.11 => 2.93%,70.27,0.5,0.66,2.94,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,46.52 => 26.11%,0.0 => 100.0%,62.28 => 1.08%,60.94 => 3.22%,0.0 => 100.0%
GOLD1,,5.0,,95.38,KOTAK GOLD ETF,,,,,,,,,0.0,0.0,0.0,96.15 => 1.0%,77.5 => 18.74%,78.3,1.96,4.11,7.4,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,48.15 => 49.52%,39.2 => 58.9%,88.6 => 7.11%,79.51 => 16.64%,67.35 => 29.39%
GOLD360,,1.0,,112.3,360ONEAMC - GOLD360,,,,,,,,none,0.0,0.0,0.0,119.95 => 6.0%,0.0 => 100.0%,71.29,3.01,7.46,10.56,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,101.78 => 9.36%,0.0 => 100.0%,0.0 => 100.0%
GOLDBEES,,5.0,,94.64,NIP IND ETF GOLD BEES,,,,,,,,,0.0,0.0,0.0,95.38 => 1.0%,76.93 => 18.71%,78.09,2.02,4.3,7.48,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,47.8 => 49.49%,37.6 => 60.27%,87.88 => 7.15%,79.31 => 16.19%,66.94 => 29.26%
GOLDCASE,,5.0,,17.97,ZERODHAAMC - GOLDCASE,,,,,,,,,0.0,0.0,0.0,18.22 => 1.0%,14.62 => 18.66%,75.47,3.24,5.73,7.85,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,16.72 => 6.98%,0.0 => 100.0%,0.0 => 100.0%
GOLDETF,,5.0,,111.2,MIRAEAMC - MAGOLDETF,,,,,,,,,0.0,0.0,0.0,111.92 => 1.0%,90.33 => 18.77%,80.7,1.16,2.41,6.05,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,103.31 => 7.1%,88.45 => 20.46%,0.0 => 100.0%
GOLDETFADD,,5.0,,111.09,DSPAMC - DSPGOLDETF,,,,,,,,none,0.0,0.0,0.0,111.6 => 0.0%,90.24 => 18.77%,76.49,1.66,3.44,6.4,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,55.0 => 50.49%,0.0 => 100.0%,103.28 => 7.03%,88.47 => 20.36%,0.0 => 100.0%
GOLDIETF,,5.0,,97.81,ICICI PRUDENTIAL GOLD ETF,,,,,,,,,0.0,0.0,0.0,98.59 => 1.0%,79.47 => 18.75%,75.58,2.82,5.02,7.93,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,90.94 => 7.02%,0.0 => 100.0%,0.0 => 100.0%
GOLDSHARE,,5.0,,96.15,UTI GOLD ETF,,,,,,,,,0.0,0.0,0.0,97.35 => 1.0%,77.89 => 18.99%,77.07,2.2,5.74,6.78,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,48.15 => 49.92%,36.3 => 62.25%,89.32 => 7.1%,80.03 => 16.77%,0.0 => 100.0%
GROWWDEFNC,,1.0,,80.77,GROWWAMC - GROWWDEFNC,,,,,,,,none,0.0,0.0,0.0,93.89 => 14.0%,72.07 => 10.77%,55.54,2.42,5.76,17.57,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,49.83 => 38.31%,0.0 => 100.0%,73.12 => 9.47%,0.0 => 100.0%,0.0 => 100.0%
GROWWEV,,5.0,,31.33,GROWWAMC - GROWWEV,,,,,,,,,0.0,0.0,0.0,36.06 => 13.0%,28.79 => 8.1%,57.76,1.4,4.61,10.74,Downtrend,Downtrend,Downtrend,23.0 => 26.59%,23.0 => 26.59%,0.0 => 100.0%,30.36 => 3.09%,0.0 => 100.0%,0.0 => 100.0%
GROWWGOLD,,1.0,,111.89,GROWWAMC - GROWWGOLD,,,,,,,,none,0.0,0.0,0.0,112.62 => 1.0%,91.12 => 18.56%,77.12,1.48,2.96,6.75,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,104.23 => 6.84%,0.0 => 100.0%,0.0 => 100.0%
GROWWLIQID,,5.0,,105.87,GROWWAMC - GROWWLIQID,,,,,,,,none,0.0,0.0,0.0,107.55 => 2.0%,103.73 => 2.02%,100.0,0.32,0.96,2.95,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,105.38 => 0.46%,0.0 => 100.0%,0.0 => 100.0%
GROWWLOVOL,,1.0,,10.45,GROWWAMC - GROWWLOVOL,,,,,,,,none,0.0,0.0,0.0,11.5 => 9.0%,0.0 => 100.0%,59.39,3.7,4.22,0.0,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%
GROWWMOM50,,1.0,,10.46,GROWWAMC - GROWWMOM50,,,,,,,,none,0.0,0.0,0.0,12.0 => 13.0%,0.0 => 100.0%,52.38,2.99,4.45,0.0,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,10.08 => 3.64%,0.0 => 100.0%,0.0 => 100.0%
GROWWN200,,1.0,,11.34,GROWWAMC - GROWWN200,,,,,,,,none,0.0,0.0,0.0,12.45 => 9.0%,0.0 => 100.0%,54.61,3.72,6.21,14.81,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,11.03 => 2.69%,0.0 => 100.0%,0.0 => 100.0%
GROWWNET,,1.0,,10.72,GROWWAMC - GROWWNET,,,,,,,,none,0.0,0.0,0.0,12.14 => 12.0%,0.0 => 100.0%,49.73,3.01,5.82,0.0,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%
GROWWNIFTY,,1.0,,10.06,GROWWAMC - GROWWNIFTY,,,,,,,,none,0.0,0.0,0.0,11.0 => 9.0%,0.0 => 100.0%,53.41,3.21,5.24,0.0,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%
GROWWPOWER,,1.0,,10.32,GROWWAMC - GROWWPOWER,,,,,,,,none,0.0,0.0,0.0,10.68 => 3.0%,0.0 => 100.0%,65.3,3.24,4.91,0.0,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%
GROWWRAIL,,1.0,,35.36,GROWWAMC - GROWWRAIL,,,,,,,,none,0.0,0.0,0.0,43.66 => 19.0%,0.0 => 100.0%,48.88,1.89,4.64,15.89,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,33.67 => 4.79%,0.0 => 100.0%,0.0 => 100.0%
GROWWSLVR,,1.0,,133.57,GROWWAMC - GROWWSLVR,,,,,,,,none,0.0,0.0,0.0,146.6 => 9.0%,0.0 => 100.0%,74.24,2.16,6.63,0.0,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%
GSEC10ABSL,,1.0,,109.78,BIRLASLAMC - GSEC10ABSL,,,,,,,,none,0.0,0.0,0.0,119.76 => 8.0%,0.0 => 100.0%,53.75,0.8,0.98,1.65,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,108.23 => 1.41%,0.0 => 100.0%,0.0 => 100.0%
GSEC10IETF,,5.0,,258.51,ICICIPRAMC - ICICI10GS,,,,,,,,,0.0,0.0,0.0,265.36 => 3.0%,252.2 => 2.44%,56.43,0.39,1.25,2.88,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,255.12 => 1.31%,0.0 => 100.0%,0.0 => 100.0%
GSEC10YEAR,,1.0,,29.22,MIRAEAMC - MAGS813ETF,,,,,,,,,0.0,0.0,0.0,31.0 => 6.0%,28.62 => 2.07%,51.39,0.62,1.79,5.3,Downtrend,Downtrend,Downtrend,23.69 => 18.93%,23.69 => 18.93%,23.69 => 18.93%,28.97 => 0.87%,28.34 => 3.01%,0.0 => 100.0%
GSEC5IETF,,1.0,,63.49,ICICIPRAMC - ICICI5GSEC,,,,,,,,,0.0,0.0,0.0,66.7 => 5.0%,61.26 => 3.51%,70.5,0.77,1.19,3.29,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,49.4 => 22.19%,0.0 => 100.0%,62.46 => 1.63%,61.22 => 3.58%,0.0 => 100.0%
HDFCBSE500,,5.0,,37.23,HDFCAMC - HDFCBSE500,,,,,,,,,0.0,0.0,0.0,44.4 => 16.0%,35.71 => 4.09%,55.42,1.52,2.76,7.45,Downtrend,Downtrend,Downtrend,31.14 => 16.36%,31.14 => 16.36%,0.0 => 100.0%,36.02 => 3.26%,33.6 => 9.74%,0.0 => 100.0%
HDFCGOLD,,5.0,,97.69,HDFC GOLD ETF,,,,,,,,,0.0,0.0,0.0,98.47 => 1.0%,79.4 => 18.72%,76.85,2.42,5.1,7.33,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,90.83 => 7.02%,78.87 => 19.27%,0.0 => 100.0%
HDFCGROWTH,,5.0,,123.91,HDFCAMC - HDFCGROWTH,,,,,,,,,0.0,0.0,0.0,147.0 => 16.0%,118.32 => 4.51%,52.76,1.02,3.28,5.72,Downtrend,Downtrend,Downtrend,103.11 => 16.79%,103.11 => 16.79%,0.0 => 100.0%,121.48 => 1.96%,0.0 => 100.0%,0.0 => 100.0%
HDFCLIQUID,,5.0,,1028.92,HDFCAMC - HDFCLIQUID,,,,,,,,none,0.0,0.0,0.0,1045.47 => 2.0%,1010.68 => 1.77%,99.39,0.0,0.2,0.94,Downtrend,Downtrend,Downtrend,975.0 => 5.24%,975.0 => 5.24%,975.0 => 5.24%,1024.26 => 0.45%,1007.84 => 2.05%,0.0 => 100.0%
HDFCLOWVOL,,5.0,,20.81,HDFCAMC - HDFCLOWVOL,,,,,,,,,0.0,0.0,0.0,23.0 => 10.0%,19.8 => 4.84%,47.12,2.16,4.78,8.26,Downtrend,Downtrend,Downtrend,17.7 => 14.94%,17.7 => 14.94%,0.0 => 100.0%,20.58 => 1.1%,19.14 => 8.03%,0.0 => 100.0%
HDFCMID150,,5.0,,21.73,HDFCAMC - HDFCMID150,,,,,,,,,0.0,0.0,0.0,23.65 => 8.0%,20.68 => 4.85%,50.03,2.34,5.56,9.28,Downtrend,Downtrend,Downtrend,17.51 => 19.42%,17.51 => 19.42%,0.0 => 100.0%,21.06 => 3.1%,0.0 => 100.0%,0.0 => 100.0%
HDFCMOMENT,,5.0,,30.82,HDFCAMC - HDFCMOMENT,,,,,,,,,0.0,0.0,0.0,39.5 => 22.0%,30.47 => 1.13%,49.25,1.72,4.44,8.83,Downtrend,Downtrend,Downtrend,25.5 => 17.26%,25.5 => 17.26%,0.0 => 100.0%,29.9 => 2.98%,26.73 => 13.28%,0.0 => 100.0%
HDFCNEXT50,,5.0,,70.24,HDFCAMC - HDFCNEXT50,,,,,,,,,0.0,0.0,0.0,522.32 => 87.0%,66.56 => 5.24%,59.99,2.28,4.0,7.86,Downtrend,Downtrend,Downtrend,57.0 => 18.85%,57.0 => 18.85%,42.9 => 38.92%,67.65 => 3.68%,61.18 => 12.91%,0.0 => 100.0%
HDFCNIF100,,5.0,,26.49,HDFCAMC - HDFCNIF100,,,,,,,,,0.0,0.0,0.0,220.7 => 88.0%,25.34 => 4.32%,55.52,3.34,7.45,10.9,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,18.91 => 28.61%,18.91 => 28.61%,25.82 => 2.52%,24.15 => 8.83%,0.0 => 100.0%
HDFCNIFBAN,,5.0,,56.57,HDFCAMC - HDFCNIFBAN,,,,,,,,,0.0,0.0,0.0,59.49 => 5.0%,54.3 => 4.01%,50.71,1.18,2.83,6.91,Downtrend,Downtrend,Downtrend,48.51 => 14.25%,48.51 => 14.25%,0.0 => 100.0%,55.1 => 2.61%,0.0 => 100.0%,0.0 => 100.0%
HDFCNIFIT,,5.0,,36.65,HDFCAMC - HDFCNIFIT,,,,,,,,,0.0,0.0,0.0,47.74 => 23.0%,39.99 => -9.1%,42.07,2.02,4.95,10.59,Downtrend,Downtrend,Downtrend,32.24 => 12.03%,32.24 => 12.03%,0.0 => 100.0%,35.5 => 3.13%,32.57 => 11.12%,0.0 => 100.0%
HDFCNIFTY,,5.0,,280.11,HDFCAMC - HDFCNIFTY,,,,,,,,,0.0,0.0,0.0,292.45 => 4.0%,268.37 => 4.19%,53.53,0.99,2.59,6.26,Downtrend,Downtrend,Downtrend,240.55 => 14.12%,240.55 => 14.12%,0.0 => 100.0%,274.01 => 2.18%,259.23 => 7.45%,0.0 => 100.0%
HDFCPSUBK,,5.0,,75.07,HDFCAMC HDFCPSUBK,,,,,,,,,0.0,0.0,0.0,81.65 => 8.0%,66.71 => 11.14%,74.17,2.17,3.3,8.26,Downtrend,Downtrend,Downtrend,55.68 => 25.83%,55.68 => 25.83%,0.0 => 100.0%,68.72 => 8.46%,0.0 => 100.0%,0.0 => 100.0%
HDFCPVTBAN,,5.0,,27.33,HDFCAMC - HDFCPVTBAN,,,,,,,,,0.0,0.0,0.0,29.39 => 7.0%,26.54 => 2.87%,53.2,3.05,4.81,8.13,Downtrend,Downtrend,Downtrend,23.66 => 13.43%,23.66 => 13.43%,0.0 => 100.0%,26.55 => 2.87%,25.33 => 7.31%,0.0 => 100.0%
HDFCQUAL,,5.0,,58.61,HDFCAMC - HDFCQUAL,,,,,,,,,0.0,0.0,0.0,66.28 => 12.0%,56.22 => 4.08%,51.05,1.25,3.78,7.1,Downtrend,Downtrend,Downtrend,49.53 => 15.49%,49.53 => 15.49%,0.0 => 100.0%,57.51 => 1.88%,0.0 => 100.0%,0.0 => 100.0%
HDFCSENSEX,,5.0,,91.91,HDFCAMC - HDFCSENSEX,,,,,,,,,0.0,0.0,0.0,100.0 => 8.0%,88.9 => 3.28%,51.56,1.14,2.43,5.72,Downtrend,Downtrend,Downtrend,80.55 => 12.36%,80.55 => 12.36%,48.74 => 46.97%,89.96 => 2.12%,85.31 => 7.18%,0.0 => 100.0%
HDFCSILVER,,5.0,,130.39,HDFCAMC - HDFCSILVER,,,,,,,,,0.0,0.0,0.0,131.89 => 1.0%,99.04 => 24.04%,75.57,1.92,3.53,7.24,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,117.38 => 9.98%,0.0 => 100.0%,0.0 => 100.0%
HDFCSML250,,5.0,,172.64,HDFCAMC - HDFCSML250,,,,,,,,,0.0,0.0,0.0,189.95 => 9.0%,165.54 => 4.11%,50.43,1.7,3.86,9.32,Downtrend,Downtrend,Downtrend,135.21 => 21.68%,135.21 => 21.68%,0.0 => 100.0%,164.76 => 4.56%,147.86 => 14.35%,0.0 => 100.0%
HDFCVALUE,,5.0,,133.42,HDFCAMC - HDFCVALUE,,,,,,,,,0.0,0.0,0.0,155.7 => 14.0%,133.53 => -0.09%,49.61,1.45,2.58,6.26,Downtrend,Downtrend,Downtrend,117.5 => 11.93%,117.5 => 11.93%,0.0 => 100.0%,131.11 => 1.73%,0.0 => 100.0%,0.0 => 100.0%
HEALTHADD,,1.0,,146.91,DSPAMC - HEALTHADD,,,,,,,,,0.0,0.0,0.0,152.04 => 3.0%,142.05 => 3.31%,47.92,0.76,2.61,6.11,Downtrend,Downtrend,Downtrend,120.0 => 18.32%,120.0 => 18.32%,0.0 => 100.0%,143.64 => 2.23%,0.0 => 100.0%,0.0 => 100.0%
HEALTHIETF,,5.0,,149.3,ICICIPRAMC - ICICIPHARM,,,,,,,,,0.0,0.0,0.0,157.7 => 5.0%,144.25 => 3.38%,48.17,1.65,4.36,7.49,Downtrend,Downtrend,Downtrend,0.0 => 100.0%,0.0 => 100.0%,0.0 => 100.0%,145.84 => 2.32%,0.0 => 100.0%,0.0 => 100.0%
HEALTHY,,5.0,,14.97,BIRLASLAMC - HEALTHY,,,,,,,,,0.0,0.0,0.0,16.25 => 8.0%,14.46 => 3.41%,48.74,3.1,5.83,11.04,Downtrend,Downtrend,Downtrend,12.2 => 18.5%,12.2 => 18.5%,6.55 => 56.25%,14.63 => 2.24%,13.56 => 9.4%,0.0 => 100.0%
HNGSNGBEES,,5.0,,524.14,NIP IND ETF HANGSENG BEES,,,,,,,,,0.0,0.0,0.0,529.49 => 1.0%,398.92 => 23.89%,75.61,1.52,5.14,9.41,Downtrend,Downtrend,Downtrend,205.0 => 60.89%,205.0 => 60.89%,205.0 => 60.89%,481.86 => 8.07%,401.99 => 23.3%,330.43 => 36.96%
ICICIB22,,5.0,,110.82,ICICIPRAMC - BHARATIWIN,,,,,,,,,0.0,0.0,0.0,124.0 => 11.0%,106.26 => 4.11%,66.36,1.31,3.27,8.71,Downtrend,Downtrend,Downtrend,93.02 => 16.06%,93.02 => 16.06%,0.0 => 100.0%,106.64 => 3.77%,96.4 => 13.01%,0.0 => 100.0%
IDFNIFTYET,,1.0,,274.02,BANDHANAMC - IDFNIFTYET,,,,,,,,,0.0,0.0,0.0,298.84 => 8.0%,263.5 => 3.84%,50.8,0.71,2.36,6.07,Downtrend,Downtrend,Downtrend,235.01 => 14.24%,235.01 => 14.24%,176.0 => 35.77%,268.71 => 1.94%,252.01 => 8.03%,241.65 => 11.81%
INFRABEES,,5.0,,943.64,NIP IND ETF INFRA BEES,,,,,,,,,0.0,0.0,0.0,1044.85 => 10.0%,899.65 => 4.66%,53.85,0.94,2.8,6.87,Downtrend,Downtrend,Downtrend,783.98 => 16.92%,783.98 => 16.92%,210.0 => 77.75%,913.85 => 3.16%,839.35 => 11.05%,0.0 => 100.0%
